height,weight,label 
186,48,thin
182,51,thin
178,60,normal
185,53,thin
172,74,fat
152,70,fat
187,76,normal
183,48,thin
154,46,normal
148,80,fat
172,42,thin
167,77,fat
163,65,normal
184,78,normal
159,51,normal
146,53,normal
171,54,thin
177,63,normal
146,81,fat
190,69,normal
145,63,fat
184,55,thin
147,72,fat
147,75,fat
175,59,normal
160,42,thin
172,43,thin
180,55,thin
144,62,fat
147,46,normal
180,78,normal
155,84,fat
187,62,thin
189,47,thin
161,84,fat
163,46,thin
142,77,fat
157,40,thin
143,85,fat
165,73,fat
171,55,normal
155,45,normal
154,77,fat
160,75,fat
187,70,normal
151,62,fat
164,44,thin
148,60,fat
140,41,normal
185,67,normal
186,54,thin
184,40,thin
151,56,normal
188,40,thin
168,43,thin
149,73,fat
185,40,thin
175,73,normal
162,60,normal
167,62,normal
175,75,normal
179,66,normal
142,68,fat
169,66,normal
173,52,thin
166,58,normal
153,56,normal
151,49,normal
169,74,fat
159,69,fat
181,85,fat
166,43,thin
162,62,normal
189,79,normal
167,60,normal
150,77,fat
144,83,fat
168,64,normal
168,70,normal
157,61,normal
143,69,fat
178,70,normal
149,67,fat
176,72,normal
169,71,normal
163,85,fat
152,76,fat
152,44,normal
164,77,fat
184,81,normal
169,69,normal
157,64,fat
162,46,thin
156,64,fat
149,66,fat
164,48,thin
160,66,fat
176,51,thin
167,61,normal
170,70,normal
166,63,normal
151,79,fat
176,55,thin
145,57,fat
179,78,normal
160,66,fat
185,62,thin
145,61,fat
151,60,fat
174,81,fat
158,71,fat
154,73,fat
187,44,thin
168,57,normal
155,52,normal
181,50,thin
148,76,fat
142,71,fat
169,51,thin
166,70,fat
163,65,normal
183,64,normal
164,63,normal
146,64,fat
169,43,thin
173,76,fat
147,59,fat
153,64,fat
190,54,thin
187,69,normal
149,65,fat
173,57,normal
178,56,thin
140,63,fat
187,48,thin
159,48,normal
177,58,normal
179,67,normal
153,72,fat
168,45,thin
170,40,thin
143,46,normal
162,64,normal
175,74,normal
163,44,thin
184,68,normal
171,48,thin
167,75,fat
176,70,normal
142,67,fat
180,44,thin
147,67,fat
157,63,fat
156,51,normal
156,67,fat
162,76,fat
180,42,thin
155,54,normal
158,65,fat
159,46,thin
148,78,fat
180,48,thin
185,54,thin
148,40,thin
154,76,fat
167,61,normal
181,50,thin
152,54,normal
161,67,fat
158,66,fat
150,70,fat
159,52,normal
170,80,fat
147,51,normal
167,43,thin
181,71,normal
157,61,normal
145,73,fat
160,58,normal
140,62,fat
146,77,fat
177,63,normal
149,52,normal
144,58,fat
182,83,fat
165,53,normal
189,47,thin
175,64,normal
164,71,fat
171,69,normal
164,48,thin
154,48,normal
154,50,normal
150,40,thin
183,61,thin
162,56,normal
164,43,thin
156,73,fat
165,57,normal
155,70,fat
164,43,thin
154,84,fat
170,82,fat
162,51,normal
173,44,thin
147,54,normal
179,68,normal
150,69,fat
142,49,normal
149,85,fat
159,73,fat
182,53,thin
148,58,fat
174,68,normal
190,74,normal
171,69,normal
156,62,fat
163,70,fat
187,41,thin
178,81,fat
188,69,normal
172,63,normal
145,64,fat
147,50,normal
175,83,fat
147,73,fat
186,67,normal
190,82,normal
174,71,normal
151,78,fat
161,77,fat
157,45,thin
164,49,thin
164,44,thin
142,64,fat
169,45,thin
186,66,normal
188,66,normal
174,81,fat
163,46,thin
170,75,fat
164,46,thin
179,84,fat
168,43,thin
167,75,fat
173,70,normal
172,76,fat
161,44,thin
156,65,fat
160,65,fat
166,83,fat
156,54,normal
168,53,normal
165,41,thin
174,66,normal
171,69,normal
159,49,normal
184,73,normal
171,72,normal
163,53,normal
144,71,fat
145,55,fat
186,53,thin
189,70,normal
140,45,normal
172,46,thin
151,66,fat
178,85,fat
165,43,thin
181,64,normal
152,61,fat
165,53,normal
187,51,thin
149,84,fat
164,78,fat
182,72,normal
149,65,fat
185,78,normal
145,67,fat
164,72,fat
171,73,normal
177,65,normal
169,76,fat
184,75,normal
163,44,thin
146,54,fat
154,62,fat
151,56,normal
185,68,normal
161,84,fat
153,46,normal
168,43,thin
184,73,normal
161,45,thin
160,57,normal
147,69,fat
154,64,fat
140,49,fat
166,84,fat
172,54,thin
180,48,thin
186,78,normal
143,47,normal
181,53,thin
150,48,normal
160,85,fat
147,83,fat
188,69,normal
176,51,thin
156,70,fat
190,73,normal
146,66,fat
190,40,thin
165,66,normal
148,74,fat
141,81,fat
144,56,fat
146,66,fat
159,76,fat
182,46,thin
190,44,thin
152,47,normal
179,56,thin
176,82,fat
164,70,fat
168,71,fat
144,60,fat
160,67,fat
159,40,thin
147,44,normal
174,71,normal
174,46,thin
164,55,normal
174,69,normal
184,85,fat
145,73,fat
158,65,fat
153,53,normal
147,47,normal
178,71,normal
182,67,normal
152,65,fat
167,59,normal
180,46,thin
155,67,fat
171,43,thin
141,65,fat
163,63,normal
171,61,normal
156,76,fat
187,69,normal
164,51,normal
178,74,normal
186,79,normal
187,40,thin
172,73,normal
152,41,thin
189,80,normal
188,70,normal
153,84,fat
144,51,normal
183,76,normal
163,75,fat
187,69,normal
160,64,normal
180,84,fat
174,61,normal
150,70,fat
168,66,normal
166,49,thin
158,69,fat
162,61,normal
142,55,fat
157,42,thin
181,67,normal
155,48,normal
172,85,fat
145,82,fat
149,67,fat
168,44,thin
151,42,thin
145,63,fat
184,61,thin
140,41,normal
183,74,normal
182,52,thin
160,41,thin
165,60,normal
166,77,fat
159,74,fat
161,48,normal
159,59,normal
157,73,fat
148,40,thin
182,54,thin
141,82,fat
188,41,thin
150,64,fat
178,65,normal
170,70,normal
182,54,thin
157,73,fat
156,42,thin
150,73,fat
183,67,normal
149,77,fat
179,69,normal
146,66,fat
189,44,thin
190,79,normal
176,69,normal
184,58,thin
176,47,thin
163,72,fat
184,73,normal
163,78,fat
166,61,normal
169,49,thin
181,85,fat
164,48,thin
158,67,fat
181,48,thin
158,84,fat
150,54,normal
141,60,fat
187,67,normal
154,73,fat
185,45,thin
168,54,normal
168,54,normal
148,64,fat
170,63,normal
167,78,fat
145,65,fat
177,60,normal
143,71,fat
168,72,fat
182,73,normal
165,42,thin
175,71,normal
147,50,normal
173,60,normal
165,78,fat
168,67,normal
187,84,normal
168,54,normal
163,59,normal
184,54,thin
172,69,normal
163,53,normal
158,47,normal
158,81,fat
140,76,fat
178,61,normal
154,54,normal
146,82,fat
148,63,fat
151,49,normal
140,82,fat
159,62,normal
142,79,fat
181,63,normal
160,73,fat
152,64,fat
152,54,normal
157,77,fat
184,41,thin
142,85,fat
163,59,normal
173,77,fat
189,78,normal
188,53,thin
173,70,normal
161,72,fat
141,70,fat
160,62,normal
147,53,normal
170,83,fat
141,74,fat
167,74,fat
162,44,thin
143,45,normal
147,69,fat
165,53,normal
143,83,fat
140,56,fat
154,57,normal
147,44,normal
172,80,fat
164,65,normal
164,78,fat
173,64,normal
160,43,thin
163,51,normal
190,66,thin
157,60,normal
182,72,normal
190,48,thin
167,75,fat
164,59,normal
147,50,normal
170,62,normal
190,66,thin
148,70,fat
169,46,thin
177,44,thin
182,45,thin
180,75,normal
167,58,normal
176,63,normal
159,74,fat
189,48,thin
159,41,thin
183,54,thin
167,84,fat
145,66,fat
149,44,normal
184,79,normal
180,62,normal
189,45,thin
144,79,fat
150,46,normal
183,62,normal
176,79,fat
180,52,thin
173,72,normal
190,78,normal
140,58,fat
177,44,thin
170,56,normal
142,57,fat
190,66,thin
159,41,thin
158,83,fat
175,69,normal
171,67,normal
180,61,normal
148,71,fat
181,80,normal
145,65,fat
141,66,fat
165,42,thin
180,65,normal
188,77,normal
150,66,fat
185,44,thin
143,82,fat
174,46,thin
187,85,normal
172,62,normal
156,50,normal
190,63,thin
179,63,normal
156,65,fat
155,80,fat
170,66,normal
145,78,fat
142,60,fat
147,40,normal
168,75,fat
167,40,thin
166,53,normal
186,49,thin
153,85,fat
173,48,thin
165,51,normal
150,78,fat
143,81,fat
145,65,fat
140,80,fat
179,60,normal
158,68,fat
171,81,fat
179,59,thin
157,64,fat
160,60,normal
148,44,normal
164,40,thin
178,80,fat
167,50,thin
176,62,normal
177,61,normal
161,42,thin
178,57,thin
153,54,normal
155,69,fat
172,43,thin
144,60,fat
158,75,fat
156,65,fat
172,41,thin
151,64,fat
157,43,thin
173,56,normal
162,48,thin
160,52,normal
154,40,thin
171,71,normal
155,76,fat
140,51,fat
187,68,normal
179,47,thin
144,66,fat
174,84,fat
168,49,thin
179,74,normal
186,62,thin
184,72,normal
153,85,fat
166,56,normal
182,71,normal
147,82,fat
169,57,normal
176,51,thin
157,40,thin
150,61,fat
157,62,fat
147,67,fat
153,67,fat
186,69,normal
163,59,normal
190,49,thin
144,42,normal
176,64,normal
159,47,normal
181,84,fat
167,47,thin
158,49,normal
142,61,fat
143,67,fat
151,50,normal
183,63,normal
148,53,normal
141,74,fat
146,51,normal
184,59,thin
151,79,fat
180,85,fat
146,83,fat
176,46,thin
166,56,normal
146,48,normal
172,55,normal
143,77,fat
160,63,normal
150,84,fat
154,75,fat
185,71,normal
159,43,thin
145,65,fat
185,60,thin
187,72,normal
146,76,fat
161,74,fat
143,81,fat
175,40,thin
165,51,normal
153,41,thin
176,50,thin
159,61,normal
154,69,fat
146,46,normal
171,66,normal
145,80,fat
166,76,fat
174,42,thin
164,80,fat
152,54,normal
164,64,normal
166,81,fat
174,48,thin
171,45,thin
166,65,normal
179,47,thin
164,82,fat
159,63,normal
158,81,fat
180,61,normal
176,73,normal
140,69,fat
158,51,normal
168,49,thin
178,81,fat
188,70,normal
188,79,normal
151,52,normal
151,64,fat
150,41,thin
161,81,fat
178,62,normal
190,76,normal
157,57,normal
184,84,normal
178,48,thin
153,76,fat
151,55,normal
157,48,normal
140,46,normal
142,64,fat
186,72,normal
146,69,fat
147,59,fat
151,79,fat
181,66,normal
155,42,thin
165,48,thin
188,44,thin
145,51,normal
140,63,fat
172,72,normal
156,51,normal
186,72,normal
168,81,fat
178,68,normal
150,81,fat
183,40,thin
180,52,thin
152,56,normal
190,83,normal
157,44,thin
148,79,fat
146,68,fat
183,79,normal
152,71,fat
156,77,fat
167,71,fat
174,54,thin
185,71,normal
164,82,fat
183,64,normal
190,78,normal
183,78,normal
158,46,thin
160,78,fat
185,50,thin
182,58,thin
174,85,fat
145,85,fat
167,59,normal
145,44,normal
171,85,fat
168,74,fat
157,84,fat
166,85,fat
148,45,normal
190,76,normal
143,63,fat
172,70,normal
166,78,fat
154,59,normal
147,64,fat
153,46,normal
155,56,normal
153,54,normal
152,71,fat
190,49,thin
148,55,fat
188,61,thin
154,51,normal
170,65,normal
155,70,fat
152,63,fat
152,64,fat
151,68,fat
147,81,fat
145,51,normal
170,48,thin
186,59,thin
177,41,thin
160,48,normal
186,52,thin
185,75,normal
144,64,fat
154,55,normal
181,58,thin
167,81,fat
158,84,fat
170,40,thin
176,43,thin
171,64,normal
174,76,fat
142,80,fat
184,75,normal
165,85,fat
154,43,thin
163,40,thin
148,51,normal
186,49,thin
150,72,fat
157,52,normal
154,43,thin
177,69,normal
187,71,normal
176,70,normal
150,59,fat
166,50,thin
174,42,thin
185,40,thin
150,76,fat
188,42,thin
159,41,thin
162,60,normal
147,52,normal
159,57,normal
162,72,fat
166,80,fat
188,55,thin
173,42,thin
159,63,normal
155,57,normal
189,50,thin
168,59,normal
183,74,normal
185,41,thin
146,54,fat
156,67,fat
171,41,thin
175,82,fat
152,81,fat
184,53,thin
190,73,normal
183,79,normal
147,52,normal
157,45,thin
161,77,fat
181,78,normal
183,69,normal
145,70,fat
188,44,thin
184,83,normal
185,84,normal
141,44,normal
171,78,fat
152,82,fat
142,73,fat
168,76,fat
167,78,fat
143,43,normal
174,42,thin
160,47,thin
148,80,fat
183,85,fat
188,64,thin
179,47,thin
144,71,fat
174,65,normal
160,53,normal
161,45,thin
164,54,normal
149,68,fat
152,70,fat
176,82,fat
157,83,fat
162,69,fat
160,43,thin
173,80,fat
165,52,normal
189,82,normal
140,75,fat
161,41,thin
144,47,normal
146,63,fat
176,56,thin
180,71,normal
172,71,normal
159,69,fat
167,71,fat
165,57,normal
171,69,normal
189,79,normal
156,68,fat
172,56,normal
183,83,normal
145,70,fat
140,64,fat
171,74,fat
166,66,normal
189,69,normal
178,62,normal
144,75,fat
147,71,fat
178,68,normal
186,50,thin
160,76,fat
181,55,thin
182,65,normal
168,81,fat
155,85,fat
170,73,fat
153,61,fat
154,77,fat
141,52,fat
179,48,thin
165,75,fat
183,44,thin
152,85,fat
155,64,fat
161,44,thin
178,62,normal
160,67,fat
183,81,normal
148,55,fat
181,47,thin
190,76,normal
187,52,thin
167,76,fat
165,55,normal
163,77,fat
178,54,thin
167,78,fat
156,60,normal
152,43,normal
169,57,normal
160,67,fat
150,68,fat
157,54,normal
188,41,thin
164,78,fat
186,68,normal
144,50,normal
180,84,fat
144,50,normal
141,64,fat
167,47,thin
184,53,thin
150,84,fat
149,42,normal
176,82,fat
184,75,normal
145,63,fat
166,65,normal
157,70,fat
189,80,normal
176,69,normal
180,52,thin
165,54,normal
143,43,normal
155,77,fat
168,63,normal
185,52,thin
178,60,normal
189,79,normal
189,74,normal
147,57,fat
185,62,thin
152,55,normal
167,48,thin
162,58,normal
141,58,fat
172,53,thin
183,71,normal
161,59,normal
149,82,fat
175,82,fat
168,53,normal
189,84,normal
146,59,fat
147,49,normal
157,65,fat
162,83,fat
141,77,fat
180,81,fat
181,77,normal
187,45,thin
174,83,fat
140,56,fat
165,41,thin
163,77,fat
143,63,fat
178,40,thin
169,49,thin
176,76,normal
146,60,fat
186,76,normal
187,57,thin
159,47,normal
164,77,fat
167,66,normal
154,59,normal
171,52,thin
156,57,normal
181,53,thin
161,74,fat
158,78,fat
154,51,normal
169,84,fat
184,72,normal
162,46,thin
169,42,thin
153,65,fat
162,76,fat
153,71,fat
180,81,fat
147,72,fat
161,70,fat
189,76,normal
157,66,fat
175,85,fat
159,63,normal
176,62,normal
178,42,thin
183,78,normal
157,79,fat
187,74,normal
189,70,normal
184,76,normal
181,45,thin
167,82,fat
189,65,thin
169,81,fat
147,78,fat
148,40,thin
155,66,fat
174,44,thin
167,82,fat
153,81,fat
178,72,normal
142,43,normal
167,57,normal
150,52,normal
157,80,fat
189,62,thin
165,69,fat
153,52,normal
165,72,fat
185,40,thin
174,46,thin
159,55,normal
142,61,fat
175,70,normal
180,79,normal
140,77,fat
180,71,normal
177,72,normal
158,57,normal
150,43,normal
164,77,fat
150,68,fat
181,78,normal
153,42,thin
173,47,thin
141,48,normal
155,59,normal
168,41,thin
165,48,thin
186,85,normal
159,45,thin
178,60,normal
169,50,thin
158,46,thin
187,71,normal
168,63,normal
159,78,fat
178,45,thin
150,44,normal
188,48,thin
166,83,fat
163,43,thin
179,73,normal
145,82,fat
145,71,fat
186,48,thin
150,61,fat
141,56,fat
164,60,normal
166,64,normal
179,42,thin
189,79,normal
148,72,fat
167,48,thin
157,42,thin
170,42,thin
149,50,normal
170,46,thin
190,73,normal
157,73,fat
188,85,normal
181,48,thin
157,70,fat
158,74,fat
186,54,thin
142,76,fat
140,74,fat
140,85,fat
152,61,fat
181,80,normal
146,74,fat
162,78,fat
141,40,normal
164,66,normal
168,58,normal
185,78,normal
154,69,fat
154,46,normal
179,72,normal
150,49,normal
168,66,normal
157,79,fat
188,81,normal
180,73,normal
190,50,thin
141,50,fat
167,45,thin
181,46,thin
142,82,fat
179,62,normal
166,54,normal
146,79,fat
183,71,normal
155,71,fat
185,52,thin
173,49,thin
174,67,normal
167,74,fat
167,44,thin
166,72,fat
182,55,thin
175,66,normal
183,47,thin
161,78,fat
157,56,normal
163,42,thin
178,62,normal
183,42,thin
172,66,normal
176,44,thin
160,75,fat
187,84,normal
186,78,normal
168,70,normal
167,84,fat
149,54,normal
147,50,normal
153,57,normal
174,65,normal
179,79,normal
159,73,fat
155,60,normal
166,52,normal
175,60,normal
142,54,fat
141,42,normal
141,63,fat
171,45,thin
183,52,thin
170,52,thin
164,57,normal
154,77,fat
186,62,thin
169,49,thin
172,80,fat
184,63,normal
169,81,fat
165,84,fat
149,73,fat
160,48,normal
165,45,thin
167,61,normal
186,50,thin
177,73,normal
140,85,fat
149,56,fat
166,84,fat
166,57,normal
163,64,normal
146,62,fat
156,53,normal
143,57,fat
183,60,thin
174,61,normal
181,48,thin
146,40,normal
160,54,normal
143,84,fat
154,63,fat
168,59,normal
150,62,fat
153,85,fat
160,82,fat
177,75,normal
161,54,normal
184,49,thin
170,60,normal
185,50,thin
141,50,fat
183,77,normal
163,82,fat
172,53,thin
150,46,normal
154,74,fat
184,49,thin
156,63,fat
162,51,normal
166,41,thin
145,48,normal
168,70,normal
184,70,normal
178,44,thin
157,77,fat
156,71,fat
142,68,fat
143,56,fat
150,50,normal
172,51,thin
171,80,fat
187,75,normal
142,40,normal
187,75,normal
170,42,thin
185,57,thin
170,66,normal
149,84,fat
170,78,fat
166,56,normal
156,56,normal
151,65,fat
167,51,thin
160,83,fat
151,85,fat
162,77,fat
141,73,fat
175,48,thin
173,59,normal
177,79,fat
174,45,thin
179,78,normal
171,79,fat
149,58,fat
144,40,normal
184,68,normal
173,67,normal
174,43,thin
149,74,fat
140,56,fat
166,52,normal
167,85,fat
171,48,thin
174,48,thin
150,41,thin
188,55,thin
190,74,normal
140,71,fat
165,53,normal
142,59,fat
189,52,thin
151,66,fat
154,74,fat
158,50,normal
169,53,normal
164,48,thin
187,79,normal
174,82,fat
143,79,fat
186,75,normal
182,67,normal
165,59,normal
155,67,fat
169,81,fat
169,68,normal
141,40,normal
189,55,thin
147,81,fat
189,70,normal
146,53,normal
141,51,fat
188,59,thin
141,73,fat
153,46,normal
149,84,fat
141,59,fat
173,66,normal
187,58,thin
147,84,fat
152,70,fat
182,52,thin
140,79,fat
146,81,fat
148,52,normal
183,47,thin
174,48,thin
159,74,fat
181,50,thin
171,50,thin
162,61,normal
140,56,fat
168,59,normal
166,73,fat
154,53,normal
154,82,fat
163,58,normal
159,79,fat
143,70,fat
183,41,thin
189,41,thin
167,70,fat
188,44,thin
144,41,normal
149,77,fat
154,84,fat
172,68,normal
168,58,normal
183,46,thin
169,55,normal
165,57,normal
175,44,thin
154,54,normal
152,78,fat
149,85,fat
158,58,normal
158,52,normal
149,76,fat
178,71,normal
142,78,fat
165,73,fat
144,79,fat
163,43,thin
146,42,normal
176,73,normal
160,62,normal
169,80,fat
146,43,normal
181,75,normal
142,79,fat
162,66,fat
166,83,fat
160,48,normal
151,72,fat
141,53,fat
162,62,normal
184,56,thin
152,47,normal
145,49,normal
177,76,normal
176,58,normal
172,77,fat
154,46,normal
153,50,normal
168,74,fat
166,58,normal
144,46,normal
160,76,fat
179,48,thin
155,80,fat
185,46,thin
171,49,thin
144,62,fat
181,84,fat
154,41,thin
156,42,thin
167,56,normal
141,85,fat
153,42,thin
185,79,normal
189,48,thin
144,76,fat
167,85,fat
163,76,fat
174,52,thin
184,80,normal
147,50,normal
154,46,normal
165,81,fat
151,61,fat
144,60,fat
168,54,normal
143,74,fat
172,67,normal
157,46,normal
176,83,fat
176,73,normal
182,61,thin
153,78,fat
148,40,thin
152,59,fat
145,57,fat
150,51,normal
161,45,thin
160,62,normal
151,79,fat
144,59,fat
176,75,normal
140,80,fat
181,44,thin
182,69,normal
144,43,normal
167,83,fat
180,82,fat
150,52,normal
183,77,normal
150,60,fat
156,46,normal
190,62,thin
173,83,fat
153,41,thin
165,62,normal
143,50,normal
160,57,normal
154,70,fat
145,44,normal
170,74,fat
140,57,fat
146,70,fat
161,70,fat
152,65,fat
170,55,normal
141,82,fat
187,64,thin
140,58,fat
148,70,fat
179,53,thin
153,60,fat
155,50,normal
172,82,fat
151,75,fat
187,45,thin
179,57,thin
152,45,normal
153,81,fat
187,47,thin
171,52,thin
141,75,fat
177,85,fat
153,46,normal
186,85,normal
160,68,fat
152,71,fat
182,65,normal
177,77,normal
184,77,normal
181,57,thin
160,44,thin
168,74,fat
162,83,fat
186,45,thin
171,67,normal
154,77,fat
170,64,normal
180,61,normal
175,70,normal
154,61,fat
151,72,fat
173,47,thin
141,43,normal
176,71,normal
148,45,normal
184,78,normal
168,57,normal
145,84,fat
180,50,thin
147,49,normal
171,46,thin
154,69,fat
145,84,fat
173,59,normal
142,58,fat
145,70,fat
186,62,thin
184,55,thin
178,67,normal
164,85,fat
142,47,normal
178,67,normal
145,68,fat
167,49,thin
151,78,fat
190,81,normal
184,59,thin
185,68,normal
151,63,fat
148,48,normal
155,57,normal
159,54,normal
184,75,normal
178,72,normal
149,81,fat
144,53,fat
154,61,fat
169,76,fat
183,55,thin
162,61,normal
177,70,normal
182,49,thin
166,78,fat
141,75,fat
144,57,fat
164,48,thin
157,79,fat
141,64,fat
155,71,fat
184,66,normal
170,57,normal
165,75,fat
189,52,thin
151,62,fat
148,54,normal
189,66,thin
161,49,normal
187,62,thin
178,44,thin
179,49,thin
145,56,fat
156,71,fat
169,59,normal
150,64,fat
173,70,normal
181,45,thin
151,60,fat
165,65,normal
159,79,fat
175,42,thin
146,60,fat
153,61,fat
147,74,fat
160,84,fat
156,53,normal
155,65,fat
150,72,fat
142,75,fat
141,85,fat
146,61,fat
156,65,fat
163,85,fat
169,80,fat
144,56,fat
141,44,normal
178,51,thin
186,72,normal
153,55,normal
174,72,normal
159,48,normal
171,81,fat
141,78,fat
185,68,normal
143,63,fat
180,51,thin
158,60,normal
169,80,fat
180,59,thin
153,78,fat
178,58,thin
140,59,fat
155,45,normal
175,54,thin
187,77,normal
169,82,fat
185,53,thin
142,63,fat
184,65,normal
174,58,normal
172,42,thin
154,74,fat
169,57,normal
151,55,normal
161,66,fat
175,78,fat
168,59,normal
183,49,thin
158,66,fat
163,41,thin
164,50,normal
174,67,normal
182,78,normal
168,84,fat
168,60,normal
160,50,normal
166,58,normal
184,76,normal
184,59,thin
165,80,fat
155,48,normal
174,74,normal
161,79,fat
163,71,fat
178,56,thin
186,55,thin
140,82,fat
155,82,fat
183,42,thin
162,79,fat
180,67,normal
172,75,fat
166,83,fat
152,78,fat
180,49,thin
187,77,normal
158,51,normal
149,75,fat
160,46,thin
141,61,fat
171,60,normal
152,71,fat
142,72,fat
171,48,thin
166,46,thin
161,53,normal
164,57,normal
170,54,normal
173,59,normal
164,55,normal
158,70,fat
143,82,fat
185,46,thin
189,41,thin
163,54,normal
185,43,thin
150,46,normal
158,41,thin
150,51,normal
174,67,normal
167,77,fat
159,72,fat
189,84,normal
189,81,normal
147,49,normal
153,81,fat
160,44,thin
171,51,thin
163,81,fat
188,84,normal
181,56,thin
150,49,normal
164,59,normal
153,51,normal
174,79,fat
146,75,fat
153,52,normal
162,84,fat
186,81,normal
146,51,normal
189,61,thin
189,84,normal
180,64,normal
145,43,normal
145,45,normal
168,78,fat
170,44,thin
151,46,normal
161,61,normal
180,42,thin
182,50,thin
161,75,fat
166,61,normal
178,71,normal
170,73,fat
169,56,normal
151,54,normal
185,46,thin
179,76,normal
157,45,thin
147,64,fat
179,69,normal
143,63,fat
153,46,normal
163,65,normal
146,44,normal
182,53,thin
183,68,normal
151,80,fat
142,83,fat
142,60,fat
184,45,thin
165,44,thin
184,44,thin
172,56,normal
181,59,thin
169,56,normal
169,66,normal
144,45,normal
181,45,thin
140,56,fat
170,42,thin
147,80,fat
156,51,normal
181,68,normal
151,58,fat
143,42,normal
162,43,thin
189,66,thin
145,51,normal
164,56,normal
162,57,normal
190,76,normal
147,63,fat
169,65,normal
172,73,normal
186,66,normal
154,61,fat
151,42,thin
181,64,normal
141,66,fat
184,59,thin
188,80,normal
181,47,thin
161,46,thin
172,45,thin
162,81,fat
163,54,normal
185,67,normal
173,56,normal
177,41,thin
157,41,thin
142,62,fat
168,61,normal
163,82,fat
166,60,normal
151,67,fat
176,84,fat
167,59,normal
174,70,normal
178,79,normal
150,62,fat
153,80,fat
149,65,fat
146,50,normal
151,67,fat
148,85,fat
165,41,thin
153,62,fat
144,69,fat
175,72,normal
149,72,fat
142,79,fat
183,48,thin
178,60,normal
164,72,fat
160,56,normal
171,81,fat
165,80,fat
189,71,normal
141,65,fat
173,76,fat
179,73,normal
179,56,thin
190,81,normal
189,42,thin
155,68,fat
162,41,thin
142,45,normal
169,82,fat
164,55,normal
153,78,fat
189,49,thin
176,76,normal
176,49,thin
188,79,normal
171,70,normal
168,50,thin
190,54,thin
185,78,normal
168,80,fat
144,56,fat
144,73,fat
168,81,fat
188,66,normal
164,40,thin
179,44,thin
174,45,thin
145,58,fat
188,42,thin
157,60,normal
156,80,fat
186,67,normal
176,82,fat
141,65,fat
180,43,thin
149,64,fat
153,84,fat
150,45,normal
182,40,thin
161,85,fat
189,80,normal
164,57,normal
170,80,fat
159,46,thin
163,61,normal
171,82,fat
178,55,thin
183,79,normal
143,52,fat
177,40,thin
189,43,thin
179,49,thin
174,79,fat
168,65,normal
173,43,thin
166,73,fat
150,57,fat
175,52,thin
169,73,fat
164,44,thin
181,68,normal
155,49,normal
153,48,normal
172,75,fat
180,61,normal
144,76,fat
190,71,normal
176,76,normal
181,80,normal
169,55,normal
183,64,normal
166,76,fat
185,52,thin
144,46,normal
183,60,thin
156,50,normal
190,70,normal
146,71,fat
155,78,fat
177,81,fat
174,62,normal
146,73,fat
159,73,fat
153,50,normal
147,58,fat
188,54,thin
156,55,normal
153,52,normal
183,57,thin
180,57,thin
176,58,normal
167,78,fat
182,47,thin
151,70,fat
162,85,fat
141,49,normal
149,82,fat
181,46,thin
173,62,normal
165,54,normal
160,81,fat
176,41,thin
155,85,fat
158,51,normal
148,46,normal
148,81,fat
164,78,fat
177,51,thin
158,63,fat
143,71,fat
158,67,fat
141,48,normal
147,63,fat
182,69,normal
167,67,normal
148,75,fat
164,53,normal
174,54,thin
141,81,fat
151,85,fat
168,67,normal
174,50,thin
166,77,fat
175,48,thin
177,63,normal
151,52,normal
143,53,fat
179,45,thin
167,65,normal
160,62,normal
159,56,normal
178,58,thin
142,65,fat
179,70,normal
171,60,normal
155,44,thin
156,55,normal
140,54,fat
145,43,normal
178,74,normal
171,61,normal
155,63,fat
142,68,fat
149,40,thin
148,78,fat
168,45,thin
187,50,thin
143,59,fat
154,46,normal
162,62,normal
161,78,fat
189,72,normal
178,84,fat
162,41,thin
160,67,fat
153,52,normal
188,48,thin
185,65,normal
147,68,fat
159,48,normal
156,61,fat
161,54,normal
186,51,thin
178,41,thin
169,80,fat
146,45,normal
160,46,thin
169,84,fat
169,55,normal
175,61,normal
164,62,normal
141,67,fat
159,74,fat
178,59,normal
166,48,thin
148,53,normal
174,64,normal
141,73,fat
140,64,fat
189,79,normal
140,58,fat
157,43,thin
180,73,normal
169,82,fat
145,79,fat
158,45,thin
146,76,fat
179,85,fat
150,77,fat
168,70,normal
155,76,fat
186,84,normal
162,45,thin
187,69,normal
189,67,normal
171,54,thin
166,71,fat
146,75,fat
159,67,fat
172,54,thin
156,62,fat
184,66,normal
148,58,fat
180,65,normal
182,65,normal
163,49,thin
169,77,fat
158,73,fat
182,52,thin
153,40,thin
154,77,fat
185,84,normal
150,52,normal
157,72,fat
177,61,normal
151,40,thin
150,61,fat
184,42,thin
153,41,thin
189,66,thin
179,67,normal
190,42,thin
184,43,thin
147,43,normal
141,85,fat
145,64,fat
182,85,fat
189,82,normal
146,81,fat
141,76,fat
142,53,fat
151,42,thin
156,65,fat
179,85,fat
148,66,fat
163,74,fat
181,79,normal
150,46,normal
165,63,normal
188,55,thin
140,46,normal
146,74,fat
161,63,normal
144,70,fat
146,42,normal
172,51,thin
154,68,fat
146,64,fat
149,42,normal
152,63,fat
174,81,fat
173,54,thin
165,79,fat
169,75,fat
183,82,normal
170,85,fat
166,77,fat
161,56,normal
171,69,normal
178,69,normal
157,47,normal
163,64,normal
190,61,thin
183,62,normal
160,52,normal
187,54,thin
167,68,normal
174,53,thin
